con,upm,v_sel,n_hog,n_ren,n_ent,per,mes_cal,fac_tri,est_d_tri,t_loc_tri,sex,nac_dia,nac_mes,nac_anio,eda,c_res,eda7c,eda12c,clase1,clase2,clase3,pos_ocu,c_ocu11c,rama_est1,c_inac5c,ingocup,ing7c,ing_x_hrs,hrsocup,salario,ur,emp_ppal,seg_soc,niv_ins,anios_esc
40026,1106795,53,1,3,4,225,6,225,713,1,2,2,11,2000,24,1,2,2,1,1,1,1,4,3,0,10750,2,55.55556,45,8364,1,2,1,4,12
40471,1105861,54,1,2,5,225,6,222,713,1,2,99,99,1969,56,1,5,9,1,1,1,1,8,3,0,0,7,0,48,8364,1,2,1,3,9
40376,1107757,52,1,2,1,225,6,168,713,1,1,30,7,1973,51,1,5,8,2,4,0,0,0,0,5,0,0,0,0,8364,1,0,0,4,15
40017,1106175,53,1,4,4,225,4,176,713,1,2,27,2,2008,17,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,10
40034,1107578,51,1,7,4,225,6,296,713,1,2,99,4,1999,26,1,2,3,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40554,1105956,52,1,4,2,225,4,178,714,1,2,6,11,2001,23,1,2,2,1,1,1,1,4,3,0,0,7,0,48,8364,1,2,1,4,15
40597,1109002,53,1,2,2,225,5,180,715,1,2,5,7,1979,45,1,4,7,1,1,3,1,1,3,0,0,2,0,0,8364,1,2,1,4,18
40429,1107824,51,1,4,1,225,5,190,714,1,2,99,99,2005,20,1,2,2,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40334,1107617,53,1,4,5,225,4,229,715,1,2,3,10,1954,70,3,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40299,1106351,54,1,4,5,225,6,175,714,1,1,4,8,2009,15,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,2,8
40469,1105723,54,1,1,5,225,4,192,713,1,1,99,99,1964,61,1,6,10,1,1,1,1,8,2,0,0,7,0,84,8364,1,2,1,1,3
40469,1105723,54,1,4,5,225,4,192,713,1,1,2,1,1989,36,1,3,5,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,10
40550,1106071,53,1,2,2,225,5,74,723,4,1,19,12,1997,27,1,2,3,1,1,1,1,5,2,0,8600,2,36.36364,55,8364,1,2,1,3,9
40430,1107888,55,1,3,1,225,4,227,714,1,1,9,6,2008,16,1,1,1,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40495,1106212,78,1,3,2,225,6,128,713,1,1,99,10,1970,54,1,5,8,1,1,1,1,1,2,0,30100,4,159.09091,44,8364,1,2,1,4,16
40110,1107111,51,1,2,4,225,5,175,715,1,2,99,99,1984,41,1,4,6,1,1,1,1,8,2,0,5590,1,72.22222,18,8364,1,1,2,3,9
40473,1105955,55,1,1,5,225,6,184,713,1,1,12,9,1987,37,1,3,5,1,1,2,4,6,3,0,0,6,0,30,8364,1,1,2,4,12
40013,1105941,55,1,3,4,225,6,180,713,1,1,28,9,2004,20,1,2,2,1,1,1,1,5,2,0,10750,2,50,50,8364,1,1,2,3,9
40033,1107335,55,1,2,4,225,6,167,713,1,2,11,3,1969,56,1,5,9,1,1,1,3,6,3,0,10000,2,55.37099,42,8364,1,1,2,3,9
40433,1108144,52,1,3,1,225,6,145,714,1,1,9,10,2006,18,1,1,1,1,1,1,3,6,3,0,0,1,0,5,8364,1,1,2,4,12
40310,1107832,54,1,1,5,225,6,166,714,1,1,99,99,1978,47,1,4,7,1,1,1,1,8,3,0,10320,2,27.27273,88,8364,1,2,1,3,10
40240,1107626,55,1,3,3,225,4,177,714,1,1,15,1,2004,21,1,2,2,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40242,1106461,53,1,1,5,225,5,257,713,1,2,19,6,1939,85,1,6,11,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40249,1106974,55,1,1,5,225,5,232,713,1,1,27,6,1965,59,1,5,9,1,1,1,1,5,2,0,10320,2,34.78261,69,8364,1,1,2,2,6
40368,1106914,55,1,1,1,225,6,176,713,1,1,19,6,1968,56,1,5,9,1,1,1,1,7,3,0,12900,2,50,60,8364,1,2,1,3,9
40399,1109059,52,1,9,1,225,6,234,713,1,1,7,10,2000,24,1,2,2,1,2,6,0,0,0,0,0,0,0,0,8364,1,0,0,3,10
40112,1107517,54,1,1,4,225,6,314,715,1,1,99,6,1967,58,1,5,9,1,1,1,3,7,3,0,0,7,0,36,8364,1,1,2,4,16
40189,1107869,54,1,2,3,225,4,228,713,1,2,16,3,1975,50,1,5,8,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40331,1107204,54,1,2,5,225,5,243,715,1,2,18,2,1984,41,1,4,6,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,16
40056,1108843,54,1,3,4,225,4,182,713,1,1,30,7,2006,18,1,1,1,1,1,1,1,5,3,0,10750,2,33.78378,74,8364,1,1,2,3,9
40181,1107000,53,1,1,3,225,97,177,713,1,1,99,4,1983,41,1,4,6,1,1,1,1,5,2,0,0,7,0,45,8364,1,2,1,3,9
40351,1105821,55,1,4,1,225,5,179,713,1,2,10,1,2005,20,1,2,2,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,13
40370,1107012,55,1,1,1,225,4,198,713,1,1,4,2,1986,39,1,3,5,1,1,1,1,5,2,0,12000,2,69.76744,40,8364,1,2,1,3,9
40202,1108498,51,1,5,3,225,4,220,713,1,2,24,11,2009,15,1,1,1,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40256,1107794,54,1,2,5,225,4,306,713,1,2,13,2,1987,38,1,3,5,1,1,1,1,7,3,0,10750,2,52.08333,48,8364,1,2,1,3,9
40446,1106243,54,1,2,1,225,6,232,715,1,2,9,10,1959,65,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,4,16
40022,1106465,54,1,3,4,225,5,157,713,1,2,99,99,1982,43,1,4,6,1,1,1,1,6,3,0,8600,2,41.66667,48,8364,1,2,1,3,9
40596,1108874,54,1,1,2,225,5,209,715,1,1,99,99,1978,47,1,4,7,1,1,1,1,1,3,0,0,7,0,27,8364,1,2,1,4,18
40114,1107620,53,1,2,4,225,5,245,715,1,2,27,5,1967,58,1,5,9,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40361,1106380,52,1,1,1,225,97,160,713,1,1,1,2,1966,59,1,5,9,1,1,1,3,6,3,0,0,2,0,98,8364,1,2,2,2,6
40018,1106297,54,1,7,4,225,4,271,713,1,1,25,8,1975,49,1,4,7,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40529,1108560,78,1,4,2,225,4,98,713,1,2,28,2,2008,17,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,10
40509,1107213,54,1,1,2,225,4,199,713,1,1,15,1,1958,67,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,0
40080,1106621,53,1,7,4,225,4,176,714,1,2,25,10,2000,24,1,2,2,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40052,1108565,54,1,1,4,225,6,240,713,1,2,20,9,1958,66,1,6,11,1,1,1,1,8,3,0,4945,1,47.91667,24,8364,1,1,2,3,9
40202,1108498,51,1,4,3,225,4,220,713,1,2,23,4,2009,15,1,1,1,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40450,1107044,52,1,2,1,225,5,247,715,1,2,99,99,1968,57,1,5,9,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,16
40487,1105676,55,1,2,2,225,4,128,713,1,2,18,6,1998,26,1,2,3,1,1,1,1,6,3,0,7740,1,39.13043,46,8364,1,2,1,4,12
40424,1107277,55,1,2,1,225,5,217,714,1,1,15,8,2006,18,1,1,1,1,1,1,4,5,3,0,0,6,0,15,8364,1,1,2,3,11
40361,1106380,52,1,4,1,225,97,160,713,1,2,9,5,1995,29,1,2,3,1,1,1,2,8,3,0,0,1,0,38,8364,1,1,2,3,9
40382,1108097,54,1,2,1,225,5,150,713,1,2,16,1,1994,31,1,3,4,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,5
40495,1106212,54,1,1,2,225,6,128,713,1,1,10,4,1960,65,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,4,16
40312,1107992,51,1,1,5,225,6,216,714,1,1,19,8,1994,30,1,3,4,1,1,2,2,8,3,0,0,1,0,9,8364,1,1,2,4,15
40361,1106380,55,1,1,1,225,97,160,713,1,2,22,8,1964,60,1,6,10,1,1,1,1,6,3,0,8600,2,37.03704,54,8364,1,2,1,2,6
40443,1105925,51,1,1,1,225,4,273,715,1,1,14,2,1994,31,1,3,4,1,1,1,1,5,2,0,0,2,0,27,8364,1,2,1,3,9
40474,1105976,53,1,1,5,225,4,299,713,1,1,13,4,1977,48,1,4,7,1,1,1,1,5,2,0,10320,2,48,50,8364,1,2,1,3,9
40276,1108802,53,1,2,5,225,97,178,713,1,2,28,12,1989,35,1,3,5,1,1,1,1,6,3,0,0,7,0,25,8364,1,1,2,4,12
40353,1105931,53,1,1,1,225,6,220,713,1,1,21,11,1974,50,1,5,8,1,1,1,1,5,2,0,15050,2,63.63636,55,8364,1,2,1,3,9
40339,1109043,54,1,3,5,225,4,236,715,1,1,24,8,2000,24,1,2,2,1,1,1,1,8,3,0,19350,3,160.71429,28,8364,1,1,2,4,13
40368,1106914,55,1,2,1,225,6,176,713,1,2,7,6,1986,39,1,3,5,1,1,1,1,8,3,0,3870,1,37.5,24,8364,1,1,2,4,12
40018,1106297,54,1,6,4,225,4,271,713,1,1,17,1,1974,51,1,5,8,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40018,1106297,52,1,3,4,225,4,271,713,1,2,6,12,1979,45,3,4,7,1,1,1,1,8,3,0,2580,1,100,6,8364,1,1,2,2,6
40382,1108097,54,1,1,1,225,5,150,713,1,2,29,8,1965,59,1,5,9,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,4
40385,1108210,51,1,1,1,225,5,216,713,1,1,13,12,1983,41,1,4,6,1,1,1,1,5,2,0,0,7,0,45,8364,1,2,1,4,16
40452,1107282,53,1,1,1,225,97,322,715,1,1,99,99,1972,53,1,5,8,1,1,1,2,1,3,0,0,7,0,14,8364,1,1,2,4,12
40502,1106641,51,1,2,2,225,4,494,713,1,2,7,1,1960,65,1,6,11,1,1,1,1,8,3,0,0,1,0,12,8364,1,1,2,1,0
40112,1107517,54,1,3,4,225,6,314,715,1,1,20,10,2000,24,1,2,2,1,1,1,3,1,3,0,30100,4,233.33333,30,8364,1,1,2,4,16
40520,1108109,54,1,2,2,225,6,171,713,1,2,17,7,1960,64,1,6,10,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40020,1106342,54,1,1,4,225,6,294,713,1,2,99,99,1963,62,1,6,10,1,1,1,1,6,3,0,4730,1,27.5,40,8364,1,1,2,2,6
40259,1107977,51,1,4,5,225,6,142,713,1,2,24,5,2010,15,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,2,8
40303,1106878,55,1,1,5,225,4,357,714,1,1,2,3,1989,36,1,3,5,1,1,1,1,1,3,0,0,7,0,35,8364,1,2,1,4,16
40202,1108498,51,1,3,3,225,4,220,713,1,2,2,7,2005,19,1,1,1,1,1,1,1,4,3,0,10320,2,44.44444,54,8364,1,1,2,4,12
40022,1106465,54,1,1,4,225,5,157,713,1,2,27,4,1967,58,1,5,9,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,4
40505,1106889,53,1,1,2,225,5,228,713,1,1,99,99,1958,67,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,2,6
40114,1107620,53,1,3,4,225,5,245,715,1,1,8,3,1995,30,1,3,4,1,1,1,1,4,2,0,8600,2,44.44444,45,8364,1,1,2,4,16
40342,1105786,76,1,1,1,225,6,119,712,1,1,30,1,1996,29,1,2,3,1,1,1,3,7,3,0,0,7,0,64,8364,1,1,2,2,6
40470,1105822,52,1,5,5,225,4,143,713,1,1,7,6,1997,27,1,2,3,1,1,1,1,5,2,0,0,2,0,50,8364,1,2,1,4,13
40311,1107889,52,1,3,5,225,6,186,714,1,2,19,4,1980,45,1,4,7,1,1,1,1,5,2,0,0,7,0,55,8364,1,2,1,3,9
40385,1108210,51,1,3,1,225,5,216,713,1,2,9,5,2009,16,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,10
40095,1108765,52,1,4,4,225,4,186,714,1,2,6,5,1998,26,1,2,3,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,9
40581,1105897,52,1,2,2,225,97,220,715,1,2,14,12,1979,45,1,4,7,1,2,6,0,0,0,0,0,0,0,0,8364,1,0,0,4,16
40201,1108434,52,1,2,3,225,4,281,713,1,2,18,4,1984,41,1,4,6,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40562,1107218,53,1,2,2,225,6,220,714,1,2,99,9,1962,62,1,6,10,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40168,1106025,53,1,1,3,225,97,308,713,1,1,27,5,1966,58,1,5,9,1,1,1,3,6,3,0,0,2,0,40,8364,1,1,2,3,9
40080,1106621,53,1,3,4,225,4,176,714,1,1,28,4,1991,33,1,3,4,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,0
40230,1106237,51,1,1,3,225,6,181,714,1,2,99,99,1961,64,1,6,10,1,1,1,3,6,3,0,0,1,0,16,8364,1,1,2,1,2
40202,1108498,51,1,2,3,225,4,220,713,1,1,30,1,1984,41,1,4,6,1,2,6,0,0,0,0,0,0,0,0,8364,1,0,0,3,9
40208,1108840,53,1,1,3,225,5,169,713,1,1,18,12,1992,32,1,3,4,1,1,1,1,5,2,0,0,7,0,45,8364,1,2,1,3,9
40090,1107871,51,1,4,4,225,6,170,714,1,1,15,5,2010,15,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,2,8
40339,1109043,54,1,1,5,225,4,236,715,1,1,6,3,1961,64,1,6,10,1,1,1,2,6,3,0,0,7,0,60,8364,1,2,2,3,9
40177,1106714,53,1,2,3,225,5,183,713,1,2,99,99,1962,63,1,6,10,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40391,1108531,51,1,3,1,225,4,191,713,1,1,99,99,1992,33,1,3,4,1,1,1,1,6,3,0,5160,1,37.5,32,8364,1,1,2,3,9
40311,1107889,52,1,2,5,225,6,186,714,1,2,29,7,1959,65,1,6,11,1,1,1,1,8,3,0,0,7,0,40,8364,1,1,2,1,0
40112,1107517,54,1,2,4,225,6,314,715,1,1,9,10,1929,95,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,4,12
40054,1108697,52,1,2,4,225,4,206,713,1,2,5,8,1964,60,1,6,10,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40111,1107220,54,1,3,4,225,6,300,715,1,1,99,99,1991,34,1,3,4,1,1,1,1,5,1,0,0,7,0,46,8364,1,1,2,3,9
40138,1106156,55,1,2,3,225,4,236,715,1,2,99,99,1998,27,1,2,3,1,1,1,1,1,3,0,16000,2,155.03876,24,8364,1,2,1,4,18
40514,1107833,54,1,1,2,225,6,183,713,1,2,5,7,1984,40,1,4,6,1,1,1,1,1,3,0,8000,1,58.13953,32,8364,1,2,1,4,16
40312,1107992,54,1,1,5,225,6,216,714,1,2,11,10,1967,57,1,5,9,1,1,1,1,2,3,0,25000,3,129.19897,45,8364,1,2,1,3,12
40359,1106303,51,1,1,1,225,5,207,713,1,2,23,1,1980,45,1,4,7,1,1,1,1,6,3,0,0,1,0,30,8364,1,1,2,2,6
40487,1105676,55,1,3,2,225,4,128,713,1,1,99,99,1989,36,1,3,5,1,1,1,3,6,3,0,0,7,0,0,8364,1,1,2,3,9
40552,1105616,51,1,1,2,225,4,307,714,1,1,14,5,2000,24,1,2,2,1,1,3,1,4,3,0,21500,3,0,0,8364,1,2,1,4,13
40001,1105943,54,1,1,4,225,4,178,712,1,1,9,11,1953,71,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,4,12
40322,1105750,53,1,2,5,225,4,231,715,1,2,9,2,1957,68,1,6,11,2,3,0,0,0,0,3,0,0,0,0,8364,1,0,0,4,12
40342,1105786,76,1,2,1,225,6,119,712,1,2,26,8,1990,34,1,3,4,1,1,1,3,6,3,0,0,1,0,87,8364,1,1,2,3,9
40570,1108045,52,1,2,2,225,5,434,714,1,1,12,5,1970,54,1,5,8,1,1,1,1,6,3,0,0,7,0,50,8364,1,2,1,4,12
40509,1107213,54,2,1,2,225,4,199,713,1,1,15,3,1989,36,1,3,5,1,1,1,3,5,2,0,17200,3,148.14815,27,8364,1,1,2,3,9
40443,1105925,51,1,2,1,225,4,273,715,1,2,22,10,1988,36,1,3,5,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40569,1107957,53,1,2,2,225,4,362,714,1,2,21,9,1984,40,1,4,6,1,1,1,1,5,3,0,4300,1,28.57143,35,8364,1,1,2,4,12
40471,1105861,53,1,3,5,225,6,222,713,1,2,7,10,2009,15,1,1,1,2,3,0,0,0,0,1,0,0,0,0,8364,1,0,0,2,8
40574,1109027,52,1,1,2,225,4,177,714,1,2,5,7,1951,73,1,6,11,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40027,1106844,51,1,2,4,225,4,184,713,1,1,99,99,1965,60,1,6,10,1,1,1,3,8,3,0,0,2,0,80,8364,1,1,2,3,9
40424,1107277,54,1,2,1,225,5,217,714,1,2,16,9,1995,29,1,2,3,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,14
40596,1108874,54,1,4,2,225,5,209,715,1,1,99,99,2009,16,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,10
40268,1108387,55,1,2,5,225,5,187,713,1,2,14,8,1986,38,1,3,5,1,1,1,1,1,3,0,16000,2,93.02326,40,8364,1,2,1,4,18
40300,1106585,52,1,2,5,225,4,161,714,1,1,18,2,2000,25,1,2,3,1,1,1,1,4,3,0,11000,2,55.61173,46,8364,1,2,1,4,12
40123,1107865,54,1,1,3,225,5,295,714,1,1,19,10,1995,29,1,2,3,1,1,1,1,5,2,0,0,7,0,45,8364,1,2,1,4,13
40506,1106966,78,1,2,2,225,5,105,713,1,2,11,6,1992,32,1,3,4,1,1,1,1,5,2,0,6880,1,32,50,8364,1,2,1,3,9
40029,1107010,52,1,1,4,225,97,193,713,1,1,30,8,1976,48,1,4,7,1,1,1,1,5,2,0,9890,2,46,50,8364,1,2,1,2,6
40495,1106212,54,1,3,2,225,6,128,713,1,2,10,10,2000,24,1,2,2,1,1,1,3,8,3,0,7740,1,138.46154,13,8364,1,1,2,3,9
40566,1107656,53,1,2,2,225,6,210,714,1,2,27,5,1941,84,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,0
40016,1106035,51,1,2,4,225,97,172,713,1,2,15,7,1976,48,1,4,7,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40095,1108765,52,1,3,4,225,4,186,714,1,2,11,2,1987,38,1,3,5,1,1,1,1,8,3,0,6020,1,116.66667,12,8364,1,1,2,3,9
40399,1109059,52,1,4,1,225,6,234,713,1,1,18,6,1985,39,1,3,5,1,1,1,1,8,3,0,0,7,0,55,8364,1,2,1,3,10
40424,1107277,52,1,2,1,225,5,217,714,1,2,22,12,2004,20,1,2,2,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40013,1105941,51,1,1,4,225,6,180,713,1,1,19,11,1968,56,1,5,9,1,1,1,2,6,3,0,0,1,0,39,8364,1,1,2,2,6
40431,1107989,54,1,1,1,225,6,220,714,1,1,16,6,1989,35,1,3,5,1,1,1,1,4,2,0,11610,2,54,50,8364,1,2,1,4,12
40168,1106025,52,1,1,3,225,97,308,713,1,1,2,3,1972,53,1,5,8,1,1,1,1,5,2,0,0,2,0,47,8364,1,1,2,2,6
40156,1108867,52,1,2,3,225,5,262,712,1,2,12,2,1990,35,1,3,5,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40303,1106878,54,1,2,5,225,4,357,714,1,1,23,12,1987,37,1,3,5,2,4,0,0,0,0,5,0,0,0,0,8364,1,0,0,3,9
40022,1106465,54,1,6,4,225,5,157,713,1,1,99,99,2007,18,1,1,1,1,1,1,1,6,3,0,6880,1,44.44444,36,8364,1,1,2,3,11
40505,1106889,53,1,2,2,225,5,228,713,1,2,99,99,1959,66,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,2
40001,1105943,54,1,2,4,225,4,178,712,1,2,28,6,1973,51,1,5,8,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40090,1107871,51,1,5,4,225,6,170,714,1,2,10,5,1958,67,1,6,11,1,1,1,1,1,3,0,0,1,0,24,8364,1,1,2,1,0
40018,1106297,54,1,1,4,225,4,271,713,1,2,6,12,1964,60,1,6,10,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40529,1108560,78,1,3,2,225,4,98,713,1,2,20,12,1999,25,1,2,3,1,1,1,1,4,3,0,7740,1,36,50,8364,1,2,1,4,16
40029,1107010,52,1,2,4,225,97,193,713,1,2,25,1,1978,47,1,4,7,1,1,1,1,8,3,0,5160,1,30,40,8364,1,1,2,2,6
40452,1107282,53,1,4,1,225,97,322,715,1,2,99,99,2009,16,1,1,1,2,3,0,0,0,0,1,0,0,0,0,8364,1,0,0,2,8
40095,1108765,52,1,2,4,225,4,186,714,1,1,18,12,1960,64,1,6,10,1,1,1,1,7,2,0,15050,2,64.81481,54,8364,1,2,1,3,9
40323,1105959,52,1,2,5,225,6,201,715,1,2,28,6,2000,24,1,2,2,1,1,1,1,8,3,0,5590,1,56.52174,23,8364,1,1,2,3,9
40424,1107277,52,2,1,1,225,5,217,714,1,2,19,12,1983,41,1,4,6,1,1,1,1,5,2,0,0,2,0,60,8364,1,2,1,3,9
40189,1107869,54,1,1,3,225,4,228,713,1,1,1,12,1976,48,1,4,7,1,1,1,3,7,3,0,0,7,0,48,8364,1,1,2,4,16
40124,1107909,52,1,2,3,225,6,233,714,1,2,19,10,1954,70,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,3
40156,1108867,54,1,1,3,225,5,262,712,1,1,8,3,1987,38,1,3,5,1,1,1,1,5,2,0,0,7,0,50,8364,1,1,2,2,6
40168,1106025,52,1,2,3,225,97,308,713,1,2,8,1,1978,47,1,4,7,1,1,1,1,8,3,0,3000,1,27.90698,25,8364,1,1,2,2,6
40569,1107957,53,1,1,2,225,4,362,714,1,1,15,11,1983,41,1,4,6,1,1,1,3,1,3,0,0,7,0,48,8364,1,1,2,4,15
40574,1109027,52,1,2,2,225,4,177,714,1,2,10,6,1974,50,1,5,8,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40545,1107486,55,1,1,2,225,5,35,721,3,1,17,8,1959,65,1,6,11,1,1,1,3,5,2,0,15050,2,97.22222,36,8364,1,1,2,2,6
40022,1106465,54,1,5,4,225,5,157,713,1,2,99,99,2004,21,1,2,2,1,1,1,1,5,3,0,5000,1,16.14987,72,8364,1,2,1,4,12
40397,1108900,51,1,1,1,225,5,93,713,1,1,21,5,1977,47,1,4,7,1,1,1,1,6,2,0,10750,2,58.13953,43,8364,1,2,1,3,9
40155,1108141,54,1,1,3,225,97,177,712,1,1,19,11,1971,53,1,5,8,1,1,1,1,8,3,0,0,7,0,60,8364,1,2,1,4,12
40509,1107213,54,3,1,2,225,4,199,713,1,2,11,4,1977,48,1,4,7,1,1,1,1,6,3,0,15050,2,64.81481,54,8364,1,2,1,4,12
40563,1107365,53,1,5,2,225,5,258,714,1,1,99,99,1987,38,1,3,5,1,1,1,1,5,2,0,10750,2,55.55556,45,8364,1,2,1,3,9
40529,1108560,78,1,1,2,225,4,98,713,1,1,27,10,1971,53,1,5,8,1,1,1,1,5,3,0,8170,1,35.18519,54,8364,1,2,1,3,10
40311,1107889,52,1,1,5,225,6,186,714,1,1,12,12,1954,70,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,2,6
40201,1108434,52,1,3,3,225,4,281,713,1,1,8,9,2006,18,1,1,1,1,1,1,1,5,2,0,6880,1,40,40,8364,1,2,1,4,12
40562,1107218,53,1,5,2,225,6,220,714,1,1,16,6,2007,18,3,1,1,1,1,1,1,6,3,0,6450,1,26.78571,56,8364,1,1,2,4,12
40397,1108900,51,1,3,1,225,5,93,713,1,1,20,7,2000,24,1,2,2,1,1,1,1,5,3,0,8600,2,55.55556,36,8364,1,2,1,4,12
40478,1106313,54,1,1,5,225,6,165,713,1,2,19,6,1987,37,1,3,5,1,1,1,1,4,2,0,0,7,0,55,8364,1,2,1,4,14
40152,1109036,51,1,2,3,225,5,319,715,1,2,10,3,1974,51,1,5,8,1,1,1,1,1,3,0,0,7,0,40,8364,1,2,1,4,16
40563,1107365,53,1,1,2,225,5,258,714,1,2,99,99,1965,60,1,6,10,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40391,1108531,51,1,1,1,225,4,191,713,1,1,99,99,1960,65,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,2,6
40495,1106212,54,1,10,2,225,6,128,713,1,2,99,99,2010,15,3,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,2,8
40272,1108563,52,1,3,5,225,6,181,713,1,1,19,7,2003,21,1,2,2,1,1,1,1,7,3,0,0,7,0,0,8364,1,2,1,4,12
40080,1106621,53,1,2,4,225,4,176,714,1,2,26,4,1960,64,1,6,10,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,4
40028,1106956,54,1,5,4,225,4,184,713,1,1,3,2,2002,23,1,2,2,1,1,1,1,5,2,0,10750,2,43.10345,58,8364,1,2,1,3,9
40303,1106878,55,1,2,5,225,4,357,714,1,2,10,9,1985,39,1,3,5,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,16
40581,1105897,54,1,3,2,225,97,220,715,1,1,26,11,2009,15,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,9
40152,1109036,52,1,3,3,225,5,319,715,1,1,18,8,2007,17,1,1,1,1,1,1,4,6,3,0,0,6,0,0,8364,1,1,2,3,11
40411,1107480,54,1,1,1,225,5,84,723,4,1,20,10,1978,46,1,4,7,1,1,1,3,7,3,0,10535,2,38.88889,63,8364,1,1,2,3,9
40450,1107044,52,1,3,1,225,5,247,715,1,1,99,99,1988,37,1,3,5,1,1,1,1,4,3,0,0,7,0,40,8364,1,2,1,4,16
40450,1107044,52,1,4,1,225,5,247,715,1,2,99,99,1997,28,1,2,3,1,1,1,1,4,3,0,0,7,0,40,8364,1,2,1,4,16
40312,1107992,54,1,2,5,225,6,216,714,1,1,28,4,2003,22,1,2,2,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,14
40230,1106237,55,1,2,3,225,6,181,714,1,1,14,4,2006,19,1,1,1,1,1,1,1,5,3,0,2580,1,33.33333,18,8364,1,1,2,4,12
40240,1107626,55,1,2,3,225,4,177,714,1,2,7,7,1967,57,1,5,9,1,1,1,4,5,2,0,0,6,0,48,8364,1,1,2,3,9
40518,1108046,52,1,2,2,225,5,176,713,1,1,2,8,2001,23,1,2,2,1,1,1,4,8,4,0,0,6,0,15,8364,1,1,2,3,9
