con,upm,v_sel,n_hog,n_ren,n_ent,per,mes_cal,fac_tri,est_d_tri,t_loc_tri,sex,nac_dia,nac_mes,nac_anio,eda,c_res,eda7c,eda12c,clase1,clase2,clase3,pos_ocu,c_ocu11c,rama_est1,c_inac5c,ingocup,ing7c,ing_x_hrs,hrsocup,salario,ur,emp_ppal,seg_soc,niv_ins,anios_esc
40048,1102674,2,1,4,5,125,1,130,144,1,2,15,1,1977,47,1,4,7,1,1,3,1,5,2,0,0,7,0,0,8364,1,2,1,3,9
40279,1104194,5,1,2,5,125,2,157,144,1,1,24,2,1980,44,1,4,6,1,1,1,1,5,2,0,0,7,0,50,8364,1,1,2,2,6
40279,1104194,5,1,4,5,125,2,157,144,1,2,28,8,2006,18,1,1,1,1,1,1,1,4,3,0,7740,1,40,45,8364,1,2,1,3,11
40275,1108718,54,1,8,4,125,2,169,713,1,2,19,2,2000,24,1,2,2,1,1,1,1,5,2,0,12900,2,66.66667,45,8364,1,2,1,3,9
40138,1106156,55,1,2,2,125,1,238,715,1,2,99,99,1998,27,1,2,3,1,1,1,1,1,3,0,17000,3,98.83721,40,8364,1,2,1,4,18
40209,1108924,55,1,2,2,125,3,230,713,1,2,99,99,1990,35,1,3,5,1,1,1,1,6,3,0,3010,1,14.28571,49,8364,1,1,2,4,16
40291,1106728,52,1,1,4,125,3,85,723,4,1,25,6,1999,25,1,2,3,1,1,1,1,5,4,0,9890,2,46,50,8364,1,1,2,3,9
40585,1106477,52,1,1,1,125,3,494,715,1,1,3,4,1948,76,1,6,11,1,1,1,1,4,2,0,0,1,0,20,8364,1,1,2,4,16
40007,1102101,5,1,3,5,125,96,176,144,1,2,11,1,2003,21,1,2,2,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40475,1106023,54,1,4,4,125,2,199,713,1,1,5,1,2000,25,1,2,3,1,1,1,1,5,2,0,12040,2,58.33333,48,8364,1,1,2,1,2
40057,1108939,51,1,2,3,125,1,233,713,1,2,16,7,1972,52,1,5,8,1,1,2,4,5,3,0,0,6,0,48,8364,1,1,2,3,9
40566,1107656,54,1,2,1,125,3,212,714,1,2,9,6,1959,65,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,4
40143,1107046,53,1,2,2,125,2,353,715,1,2,16,4,1971,53,1,5,8,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40277,1108903,55,1,12,4,125,1,287,713,1,2,29,3,2002,22,1,2,2,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40030,1107167,51,1,5,3,125,1,222,713,1,2,15,8,2000,24,1,2,2,1,1,1,4,1,3,0,0,6,0,28,8364,1,1,2,4,16
40180,1106947,53,1,2,2,125,2,235,713,1,2,9,10,2005,19,1,1,1,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40332,1105022,3,1,11,5,125,2,130,144,1,1,99,99,1989,36,1,3,5,1,1,1,1,5,2,0,15910,2,67.27273,55,8364,1,2,1,3,9
40558,1106678,53,1,3,1,125,2,287,714,1,2,99,99,1969,56,1,5,9,1,1,1,1,6,3,0,0,7,0,30,8364,1,1,2,4,12
40232,1102558,2,1,3,5,125,3,62,144,1,1,99,99,1969,56,1,5,9,1,1,1,1,5,3,0,0,7,0,0,8364,1,1,2,1,1
40479,1106326,55,1,3,4,125,2,177,713,1,1,27,6,1990,34,1,3,4,1,1,1,1,8,3,0,0,1,0,72,8364,1,2,1,3,9
40552,1105616,53,1,2,1,125,1,187,714,1,2,14,1,1983,41,1,4,6,1,1,3,1,1,3,0,15000,2,0,0,8364,1,2,1,4,17
40236,1103436,2,1,2,5,125,2,188,144,1,1,4,12,1997,27,1,2,3,1,1,1,1,1,2,0,10000,2,46.51163,50,8364,1,2,1,4,16
40505,1106889,52,1,2,1,125,2,189,713,1,2,14,2,1983,42,1,4,6,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,14
40554,1105956,55,1,2,1,125,1,180,714,1,2,7,5,2006,18,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,11
40175,1106489,51,1,1,2,125,1,231,713,1,2,24,5,1951,73,1,6,11,2,3,0,0,0,0,5,0,0,0,0,8364,1,0,0,1,0
40054,1108697,51,1,1,3,125,1,283,713,1,1,6,11,1975,49,1,4,7,1,1,1,1,5,2,0,7310,1,42.5,40,8364,1,2,1,2,6
40220,1107188,54,1,1,2,125,96,111,721,3,2,15,8,1971,53,1,5,8,1,1,1,1,8,3,0,7600,1,24.5478,72,8364,1,2,1,3,9
40220,1107188,54,1,2,2,125,96,111,721,3,2,28,5,1982,42,1,4,6,1,1,1,1,6,2,0,5160,1,20,60,8364,1,1,2,2,6
40016,1106035,51,1,2,3,125,96,177,713,1,2,15,7,1976,48,1,4,7,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40134,1105609,53,1,4,2,125,1,1001,715,1,2,16,1,2008,17,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,10
40162,1105774,52,1,2,2,125,1,176,713,1,2,1,5,1981,43,1,4,6,1,1,1,1,5,2,0,6773,1,25.00185,63,8364,1,2,1,2,6
40503,1106759,51,1,2,1,125,96,236,713,1,2,12,4,1999,25,1,2,3,1,1,1,3,8,3,0,3440,1,30.76923,26,8364,1,1,2,2,7
40559,1103572,5,2,3,5,125,3,126,145,1,2,3,12,2007,17,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,10
40007,1102101,5,1,5,5,125,96,176,144,1,2,26,1,2009,15,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,2,7
40095,1108765,51,1,1,3,125,1,236,714,1,1,1,10,1955,69,1,6,11,1,1,4,3,1,3,0,12000,2,0,0,8364,1,2,2,4,14
40529,1108560,79,1,2,1,125,1,90,713,1,1,25,8,1969,55,1,5,9,1,1,3,1,8,3,0,9890,2,0,0,8364,1,2,1,2,8
40247,1106827,55,1,2,4,125,3,205,713,1,2,25,2,1946,79,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,0
40030,1107167,51,1,6,3,125,1,222,713,1,1,27,7,2007,17,1,1,1,2,3,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,9
40159,1108708,54,1,2,2,125,1,258,712,1,2,29,3,1994,30,1,3,4,1,1,2,3,6,3,0,0,1,0,20,8364,1,1,2,4,12
40334,1107617,51,1,4,4,125,1,232,715,1,1,13,10,1997,27,1,2,3,1,1,1,1,1,3,0,0,7,0,40,8364,1,1,2,4,16
40332,1105022,3,1,3,5,125,2,130,144,1,1,99,99,1984,41,1,4,6,1,1,1,1,5,2,0,12900,2,58.82353,51,8364,1,1,2,3,9
40048,1108403,52,1,1,3,125,2,179,713,1,1,16,6,1992,32,1,3,4,1,1,1,1,5,3,0,11610,2,61.36364,44,8364,1,2,1,4,12
40375,1103874,1,1,2,5,125,2,159,144,1,2,29,3,1970,54,1,5,8,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,7
40185,1107319,55,1,2,2,125,1,186,713,1,2,9,5,1982,42,1,4,6,1,1,1,1,6,2,0,0,7,0,47,8364,1,2,1,4,16
40536,1109037,53,1,2,1,125,3,191,713,1,2,8,11,1976,48,1,4,7,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40559,1103572,5,1,1,5,125,3,126,145,1,1,16,10,1972,52,1,5,8,1,1,1,1,5,2,0,10750,2,55.55556,45,8364,1,2,1,3,9
40559,1103572,5,1,4,5,125,3,126,145,1,1,13,11,2007,17,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,10
40058,1108969,54,1,4,3,125,2,197,713,1,1,30,12,2003,21,1,2,2,1,1,1,1,5,2,0,6450,1,75,20,8364,1,1,2,4,14
40202,1108498,55,1,2,2,125,1,180,713,1,2,99,99,2000,25,1,2,3,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40029,1107010,52,1,1,3,125,96,199,713,1,1,30,8,1976,48,1,4,7,1,1,1,1,5,2,0,8600,2,55.55556,36,8364,1,2,1,2,6
40296,1105851,55,1,3,4,125,1,303,714,1,2,31,12,2009,15,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,2,8
40513,1103674,1,1,1,5,125,3,448,144,1,1,7,3,1980,45,1,4,7,1,1,1,1,4,3,0,11600,2,44.96124,60,8364,1,2,1,4,16
40326,1106251,52,1,1,4,125,1,187,715,1,1,99,99,1979,46,1,4,7,1,1,1,3,8,3,0,0,7,0,60,8364,1,1,2,4,16
40480,1106018,53,1,3,1,125,2,197,712,1,1,27,3,1998,26,1,2,3,1,1,2,1,5,2,0,0,1,0,30,8364,1,1,2,3,9
40201,1108434,53,2,1,2,125,1,290,713,1,1,7,6,1987,37,1,3,5,1,1,1,1,5,2,0,8600,2,32.25806,62,8364,1,1,2,2,7
40245,1106711,51,1,2,4,125,3,191,713,1,2,7,2,1986,39,1,3,5,1,1,1,1,4,3,0,15000,2,77.51938,45,8364,1,2,1,3,12
40047,1108320,52,1,1,3,125,3,159,713,1,1,3,12,1976,48,1,4,7,1,2,6,0,0,0,0,0,0,0,0,8364,1,0,0,2,6
40277,1108903,55,1,3,4,125,1,287,713,1,2,21,4,2005,19,1,1,1,1,1,1,4,5,2,0,0,6,0,35,8364,1,1,2,2,6
40470,1105822,54,1,2,4,125,1,177,713,1,1,26,3,1981,43,1,4,6,1,1,1,3,5,3,0,0,7,0,30,8364,1,1,2,2,6
40510,1102306,4,1,1,5,125,3,113,144,1,1,99,99,1961,64,1,6,10,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40020,1106342,55,1,1,3,125,3,303,713,1,1,1,8,1991,33,1,3,4,1,1,1,1,5,2,0,0,2,0,56,8364,1,2,1,2,6
40304,1107071,55,1,3,4,125,3,293,714,1,2,30,9,2000,24,1,2,2,1,1,1,1,6,3,0,10750,2,50,50,8364,1,2,1,3,9
40145,1103430,5,1,11,5,125,1,159,144,1,1,28,12,1955,69,1,6,11,1,1,1,1,5,3,0,0,1,0,48,8364,1,2,1,3,9
40501,1106497,53,1,3,1,125,3,175,713,1,1,12,4,1989,35,1,3,5,1,1,1,3,8,3,0,20000,3,110.74197,42,8364,1,1,2,3,9
40090,1107871,53,1,2,3,125,3,172,714,1,2,17,11,1984,40,1,4,6,1,1,1,1,6,3,0,0,3,0,60,8364,1,2,1,4,12
40093,1108086,53,1,2,3,125,1,253,714,1,2,7,12,1988,36,1,3,5,1,1,1,3,6,3,0,7525,1,50,35,8364,1,1,2,2,8
40123,1107865,55,1,2,2,125,2,449,714,1,2,15,10,1987,37,1,3,5,2,3,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,12
40375,1103874,1,1,1,5,125,2,159,144,1,1,26,4,1970,54,1,5,8,1,1,1,1,5,2,0,14000,2,81.39535,40,8364,1,2,1,2,8
40071,1107482,52,1,1,3,125,2,102,723,4,1,99,99,1961,64,1,6,10,1,1,1,1,6,3,0,0,7,0,54,8364,1,1,2,1,3
40301,1106683,52,1,3,4,125,2,287,714,1,2,99,6,2001,23,1,2,2,1,1,1,3,8,3,0,0,7,0,45,8364,1,2,2,3,9
40197,1108238,52,1,3,2,125,2,253,713,1,1,29,10,2009,15,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,2,8
40571,1108133,52,1,1,1,125,2,205,714,1,1,1,5,1955,69,1,6,11,1,1,1,3,6,3,0,4515,1,21.42857,49,8364,1,1,2,4,17
40086,1107411,52,1,2,3,125,3,169,714,1,2,31,12,2001,23,1,2,2,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,14
40207,1108753,51,1,6,2,125,96,189,713,1,2,99,99,1991,34,1,3,4,2,4,0,0,0,0,5,0,0,0,0,8364,1,0,0,3,9
40316,1108825,51,1,1,4,125,1,138,714,1,1,17,2,1971,53,1,5,8,1,1,1,1,3,2,0,28000,4,135.65891,48,8364,1,1,2,4,16
40196,1108204,52,1,2,2,125,3,178,713,1,2,99,99,1995,30,1,3,4,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40152,1109036,51,1,3,2,125,2,323,715,1,2,30,6,1988,36,1,3,5,1,1,1,1,7,3,0,10320,2,26.66667,90,8364,1,2,1,4,12
40003,1108894,51,1,1,3,125,96,245,712,1,2,1,2,1980,44,1,4,6,1,1,1,3,6,3,0,0,7,0,24,8364,1,1,2,1,5
40161,1105656,53,1,4,2,125,3,172,713,1,1,12,9,2006,18,1,1,1,1,1,1,1,6,3,0,10000,2,59.63029,39,8364,1,2,1,3,11
40503,1106759,51,1,7,1,125,96,236,713,1,2,5,7,1998,26,1,2,3,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,10
40532,1108698,53,1,1,1,125,2,187,713,1,1,28,3,1982,42,1,4,6,1,1,1,1,6,3,0,0,1,0,47,8364,1,2,1,3,10
40532,1108698,53,1,2,1,125,2,187,713,1,2,5,3,1987,37,1,3,5,1,1,1,1,4,3,0,0,1,0,15,8364,1,2,1,4,12
40095,1108765,51,1,4,3,125,1,236,714,1,1,18,9,1989,35,1,3,5,1,1,4,3,1,3,0,8500,2,0,0,8364,1,1,2,4,12
40192,1108021,55,1,2,2,125,1,188,713,1,2,9,12,1962,62,1,6,10,1,1,1,3,6,3,0,0,1,0,24,8364,1,1,2,1,99
40127,1108332,55,1,2,2,125,96,236,714,1,2,1,99,1970,54,1,5,8,1,1,3,1,3,3,0,0,1,0,0,8364,1,2,1,4,21
40245,1106711,51,1,3,4,125,3,191,713,1,1,27,6,2005,19,1,1,1,2,3,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,13
40326,1106251,51,1,2,4,125,1,187,715,1,2,1,3,1977,47,1,4,7,1,1,1,1,1,3,0,0,7,0,46,8364,1,2,1,4,16
40517,1107996,54,1,1,1,125,1,304,713,1,2,16,7,1943,81,1,6,11,2,4,0,0,0,0,5,0,0,0,0,8364,1,0,0,1,0
40076,1105900,55,1,1,3,125,2,179,714,1,1,28,3,1986,38,1,3,5,1,1,1,1,4,3,0,0,7,0,54,8364,1,1,2,3,9
40332,1105022,3,1,14,5,125,2,130,144,1,1,99,99,2008,17,1,1,1,1,1,1,1,5,4,0,6880,1,29.09091,55,8364,1,1,2,1,3
40015,1105984,52,1,3,3,125,1,231,713,1,1,29,8,2004,20,1,2,2,1,1,1,1,5,2,0,0,7,0,45,8364,1,2,1,3,9
40015,1105984,52,1,4,3,125,1,231,713,1,1,2,10,2006,18,1,1,1,1,1,1,4,5,3,0,0,6,0,60,8364,1,1,2,3,10
40015,1105984,52,1,1,3,125,1,231,713,1,1,29,6,1980,44,1,4,6,1,1,1,3,8,3,0,0,7,0,60,8364,1,1,2,3,9
40375,1103874,1,1,4,5,125,2,159,144,1,2,30,12,2001,23,1,2,2,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,16
40487,1105676,55,1,4,1,125,1,92,713,1,1,30,12,1992,32,1,3,4,1,1,3,1,5,2,0,12000,2,0,0,8364,1,2,1,4,12
40185,1107319,55,1,1,2,125,1,186,713,1,1,26,10,1979,45,1,4,7,1,1,1,1,5,2,0,15050,2,70,50,8364,1,1,2,4,12
40299,1106351,55,1,1,4,125,3,221,714,1,1,22,5,1956,68,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,3,9
40600,1107460,51,1,3,1,125,1,89,715,1,2,6,10,1988,36,1,3,5,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40197,1108238,52,1,2,2,125,2,253,713,1,2,25,8,1990,34,1,3,4,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40190,1107908,54,1,4,2,125,2,171,713,1,1,29,1,1994,31,1,3,4,1,1,1,1,1,2,0,0,7,0,44,8364,1,2,1,4,16
40102,1105758,51,1,3,3,125,2,375,715,1,1,3,6,1985,39,1,3,5,1,1,1,1,1,3,0,0,7,0,40,8364,1,2,1,4,12
40134,1105609,53,1,3,2,125,1,1001,715,1,1,23,3,2006,18,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,12
40259,1107977,51,1,3,4,125,3,146,713,1,1,25,10,2002,22,1,2,2,1,1,1,1,5,3,0,6450,1,31.25,48,8364,1,2,1,3,9
40557,1103846,5,1,2,5,125,3,121,146,1,2,30,6,1983,41,1,4,6,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40058,1108969,53,1,2,3,125,2,197,713,1,2,15,3,1966,58,1,5,9,1,1,1,3,8,3,0,2150,1,62.5,8,8364,1,1,2,2,6
40475,1106023,54,1,2,4,125,2,199,713,1,2,5,1,1966,59,1,5,9,1,1,1,1,8,2,0,5160,1,26.08696,46,8364,1,2,1,2,6
40475,1106023,54,1,6,4,125,2,199,713,1,2,99,99,1994,31,3,3,4,1,1,1,1,4,3,0,8000,1,38.75969,48,8364,1,2,1,3,9
40475,1106023,54,1,8,4,125,2,199,713,1,1,29,3,2005,19,3,1,1,1,1,1,1,5,2,0,9460,2,52.38095,42,8364,1,1,2,3,9
40535,1108946,53,1,4,1,125,1,230,713,1,1,27,4,1980,44,1,4,6,1,1,1,1,4,2,0,0,7,0,40,8364,1,2,1,3,11
40556,1103663,3,1,1,5,125,3,129,145,1,1,3,2,1960,65,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,1,0
40566,1107656,55,1,2,1,125,3,212,714,1,2,99,99,1981,44,1,4,6,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,14
40486,1105614,54,1,1,1,125,2,222,713,1,2,99,99,1975,50,1,5,8,1,1,1,3,6,3,0,3870,1,21.42857,42,8364,1,1,2,1,0
40506,1106966,75,1,3,1,125,2,87,713,1,1,99,99,2004,21,1,2,2,1,2,6,0,0,0,0,0,0,0,0,8364,1,0,0,4,12
40076,1105900,55,1,3,3,125,2,179,714,1,1,11,1,2005,20,1,2,2,2,3,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,12
40056,1108843,53,1,1,3,125,1,188,713,1,1,30,8,1964,60,1,6,10,2,4,0,0,0,0,5,0,0,0,0,8364,1,0,0,2,6
40145,1103430,5,1,1,5,125,1,159,144,1,2,17,2,1997,27,1,2,3,1,1,1,1,5,2,0,4300,1,71.42857,14,8364,1,1,2,2,6
40083,1106920,54,1,1,3,125,1,240,714,1,1,25,6,1984,40,1,4,6,1,1,1,1,1,3,0,0,7,0,17,8364,1,1,2,3,9
40294,1105906,54,1,5,4,125,2,175,714,1,2,99,99,2006,19,1,1,1,1,1,1,1,5,2,0,7740,1,25,72,8364,1,2,1,3,9
40221,1108117,54,1,1,2,125,2,216,713,1,2,99,99,1989,36,1,3,5,1,1,1,1,5,2,0,10320,2,60,40,8364,1,2,1,2,6
40529,1108560,55,1,2,1,125,96,90,713,1,2,29,9,1972,52,1,5,8,1,1,1,1,6,3,0,6450,1,93.75,16,8364,1,1,2,3,9
40558,1104163,4,1,5,5,125,3,159,144,1,2,99,2,2000,25,1,2,3,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,16
40189,1107869,53,1,1,2,125,1,188,713,1,2,2,11,1946,78,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,0
40232,1102558,4,1,1,5,125,3,62,144,1,2,13,12,1968,56,1,5,9,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40269,1108418,53,1,2,4,125,1,194,713,1,1,17,5,2006,18,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,10
40181,1107000,53,1,1,2,125,96,303,713,1,1,99,4,1983,41,1,4,6,1,1,1,1,5,2,0,10750,2,92.59259,27,8364,1,2,1,3,9
40196,1108204,52,1,1,2,125,3,178,713,1,1,99,99,1987,38,1,3,5,1,1,1,3,7,3,0,8600,2,47.61905,42,8364,1,1,2,3,9
40202,1108498,53,1,5,2,125,1,180,713,1,1,4,1,2009,16,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,9
40338,1108932,53,1,1,4,125,3,236,715,1,2,22,9,1990,34,1,3,4,1,1,1,1,4,3,0,30000,4,174.4186,40,8364,1,2,1,4,17
40083,1106920,53,1,3,3,125,1,240,714,1,1,1,9,1992,32,1,3,4,1,1,1,1,6,3,0,0,7,0,54,8364,1,1,2,4,12
40026,1106795,53,1,4,3,125,3,186,713,1,2,24,11,1999,25,1,2,3,1,1,1,1,8,3,0,3440,1,40,20,8364,1,1,2,4,12
40466,1103866,5,1,2,5,125,3,174,145,1,2,30,1,1985,40,1,4,6,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40466,1103866,5,1,5,5,125,3,174,145,1,2,28,9,1947,77,1,6,11,1,1,1,3,6,3,0,860,1,28.57143,7,8364,1,1,2,1,3
40529,1108560,79,1,4,1,125,1,90,713,1,2,15,12,2005,19,1,1,1,1,1,1,1,1,3,0,0,1,0,47,8364,1,1,2,3,9
40588,1107039,79,1,2,1,125,3,55,715,1,1,27,6,1994,30,1,3,4,1,1,1,2,5,3,0,0,7,0,50,8364,1,1,2,4,17
40047,1108320,52,1,2,3,125,3,159,713,1,2,6,7,1981,43,1,4,6,1,1,1,1,8,3,0,8170,1,34.54545,55,8364,1,2,1,4,12
40033,1107335,55,1,4,3,125,3,123,713,1,1,17,7,2000,24,1,2,2,1,1,1,1,6,2,0,9890,2,54.7619,42,8364,1,2,1,4,12
40020,1106342,55,1,5,3,125,3,303,713,1,1,10,9,2007,17,1,1,1,1,2,6,0,0,0,0,0,0,0,0,8364,1,0,0,3,9
40222,1105511,55,1,4,2,125,3,82,723,4,2,5,8,1986,38,1,3,5,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40236,1103436,2,1,3,5,125,2,188,144,1,2,9,11,2001,23,1,2,2,1,1,1,1,5,3,0,8170,1,45.2381,42,8364,1,2,1,4,12
40299,1106351,55,1,2,4,125,3,221,714,1,2,18,6,1964,60,1,6,10,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,3,12
40224,1107058,52,1,1,2,125,1,201,713,1,1,26,4,1980,44,1,4,6,1,1,1,1,8,3,0,9460,2,55,40,8364,1,1,2,3,10
40317,1109040,54,1,1,4,125,3,223,714,1,2,18,3,1973,51,1,5,8,1,1,1,1,4,3,0,0,7,0,50,8364,1,2,1,4,18
40232,1102558,4,1,5,5,125,3,62,144,1,2,9,3,2007,18,1,1,1,1,2,6,0,0,0,0,0,0,0,0,8364,1,0,0,3,10
40269,1108418,53,1,3,4,125,1,194,713,1,1,23,10,2007,17,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,9
40152,1109036,51,1,2,2,125,2,323,715,1,2,10,3,1974,50,1,5,8,1,1,1,1,1,3,0,0,7,0,40,8364,1,2,1,4,16
40017,1106175,52,1,2,3,125,1,180,713,1,2,19,12,1963,61,1,6,10,1,1,4,1,5,2,0,9460,2,0,0,8364,1,1,2,3,9
40152,1109036,52,1,3,2,125,2,323,715,1,1,18,8,2007,17,1,1,1,1,1,2,4,6,3,0,0,6,0,6,8364,1,1,2,3,11
40201,1108434,53,2,2,2,125,1,290,713,1,2,7,6,1994,30,1,3,4,1,1,1,1,5,2,0,11868,2,57.5,48,8364,1,2,1,2,6
40566,1107656,54,1,1,1,125,3,212,714,1,1,21,7,1949,75,1,6,11,1,1,1,3,5,2,0,0,1,0,25,8364,1,1,2,1,4
40495,1106212,79,1,1,1,125,3,103,713,1,1,25,3,1990,34,1,3,4,1,1,1,1,6,3,0,0,7,0,48,8364,1,2,1,2,7
40495,1106212,79,1,2,1,125,3,103,713,1,2,4,5,1990,34,1,3,4,1,1,1,1,6,3,0,0,1,0,24,8364,1,1,2,3,9
40496,1106301,51,1,2,1,125,1,170,713,1,1,28,12,1973,51,1,5,8,1,1,1,3,6,3,0,0,1,0,52,8364,1,1,2,3,9
40030,1107167,51,1,3,3,125,1,222,713,1,2,1,2,1977,47,1,4,7,1,1,1,3,8,3,0,5160,1,48,25,8364,1,1,2,3,9
40334,1107617,51,1,1,4,125,1,232,715,1,1,15,1,1968,57,1,5,9,1,1,1,1,4,3,0,0,7,0,40,8364,1,2,1,4,16
40418,1103267,2,1,1,5,125,3,111,144,1,1,99,99,1978,47,1,4,7,1,1,1,1,7,2,0,0,7,0,46,8364,1,2,1,3,9
40025,1106754,54,1,5,3,125,3,174,713,1,1,4,9,2002,22,1,2,2,1,1,1,1,5,3,0,2580,1,17.14286,35,8364,1,1,2,4,12
40304,1107071,55,1,1,4,125,3,293,714,1,1,15,7,1971,53,1,5,8,1,1,3,1,7,3,0,0,7,0,0,8364,1,2,1,3,9
40527,1108451,54,1,1,1,125,3,179,713,1,1,27,6,1969,55,1,5,9,1,1,1,1,8,2,0,0,1,0,50,8364,1,2,1,1,5
40007,1105517,55,1,1,3,125,3,254,713,1,1,13,12,1987,37,1,3,5,1,1,1,1,7,3,0,0,1,0,48,8364,1,2,1,3,9
40048,1102674,2,1,2,5,125,1,130,144,1,1,16,4,1949,75,1,6,11,1,1,3,1,5,2,0,0,7,0,0,8364,1,2,1,2,6
40323,1105959,55,1,2,4,125,3,203,715,1,2,99,99,1982,43,1,4,6,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40162,1105774,52,1,1,2,125,1,176,713,1,1,12,7,1982,42,1,4,6,1,1,1,1,5,2,0,0,7,0,63,8364,1,2,1,1,5
40231,1106448,52,1,2,2,125,1,133,714,1,1,21,4,1980,44,1,4,6,1,1,1,1,1,2,0,0,7,0,40,8364,1,2,1,4,18
40485,1105525,54,1,1,1,125,2,189,713,1,2,24,9,1993,31,1,3,4,1,1,1,2,8,3,0,1720,1,12.5,32,8364,1,1,2,3,9
40181,1107000,53,1,2,2,125,96,303,713,1,2,9,11,1990,34,1,3,4,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40291,1106728,52,1,2,4,125,3,85,723,4,2,10,4,2000,24,1,2,2,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40480,1106018,53,1,5,1,125,2,197,712,1,1,99,99,2006,19,1,1,1,1,1,1,1,7,3,0,9890,2,57.5,40,8364,1,2,1,3,9
40479,1106326,52,1,1,4,125,2,177,713,1,1,99,99,1969,56,1,5,9,1,1,1,3,5,2,0,0,1,0,46,8364,1,1,2,2,6
40047,1108320,53,1,2,3,125,3,159,713,1,2,14,3,1958,66,1,6,11,1,1,1,1,8,3,0,0,1,0,54,8364,1,1,2,1,5
40227,1105716,51,1,2,2,125,1,283,714,1,1,9,8,1996,28,1,2,3,1,1,1,1,8,3,0,9030,2,41.17647,51,8364,1,2,1,3,9
40503,1106759,53,1,3,1,125,96,236,713,1,1,99,99,2005,20,1,2,2,1,1,1,4,5,3,0,0,6,0,17,8364,1,1,2,3,9
40305,1107279,54,1,2,4,125,2,223,714,1,2,4,7,1973,51,1,5,8,1,1,1,3,8,3,0,17200,3,74.07407,54,8364,1,1,2,3,9
40507,1107011,55,1,1,1,125,3,186,713,1,1,11,10,1992,32,1,3,4,1,1,1,1,7,3,0,9890,2,45.09804,51,8364,1,2,1,4,12
40517,1107996,54,1,2,1,125,1,304,713,1,2,19,12,1974,50,1,5,8,1,1,1,1,6,3,0,6880,1,33.33333,48,8364,1,2,1,3,9
40025,1106754,54,1,2,3,125,3,174,713,1,2,16,3,1982,43,1,4,6,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40336,1108472,51,1,1,4,125,3,189,715,1,1,99,99,1994,31,1,3,4,1,1,1,3,5,2,0,8000,1,41.34367,45,8364,1,1,2,4,12
